x,y,token
-36.57568,-30.927637,common
15.315409,-57.348907,fish
-48.174194,39.548683,THE
-38.015064,38.078594,comes
-2.8230736,30.465818,vain
-48.74474,40.91133,CHAPTER
-14.90112,-59.656837,Susan
36.263496,45.566017,battle
-48.84836,-20.372398,means
-36.938034,2.7416787,morrow
-53.01188,16.380758,yourself
-12.677228,52.754265,thyself
-26.25286,-44.54333,spoke
-55.261654,-43.661156,Elliot
-57.49073,-27.94049,feelings
57.312115,24.409595,number
18.625729,7.31793,sing
-8.739981,19.419048,perfect
-49.99667,12.372833,please
-5.0288367,41.025917,deliver
15.745531,16.66724,sleep
-29.509342,-38.017563,became
27.49966,25.778633,cometh
54.224346,-36.2733,blue
13.940999,8.155933,Their
21.177504,-59.613518,window
31.120237,-59.5998,standing
-18.254108,-60.64598,girl
4.513714,36.66935,iniquity
-45.498665,-0.47101694,wonder
-54.044388,15.548784,need
-49.94121,15.414097,wait
-44.481937,-8.867559,case
26.332022,64.47549,Pharaoh
22.80615,50.11786,master
35.112064,49.34666,princes
-0.17929465,60.10177,Wherefore
-19.310516,-39.801342,silent
-38.60814,-49.008007,early
-0.6712561,59.70503,Because
53.4503,3.9143817,iron
60.20357,8.311447,length
-36.07191,31.33537,receive
39.965282,-38.913704,line
12.201321,50.002274,concerning
-43.204582,13.978048,fellow
-9.536204,-55.934692,added
-9.950787,13.190451,beginning
43.79531,-2.219357,heads
-43.850086,-42.43966,visit
-4.4938736,41.13891,surely
-3.9975803,43.755375,serve
-65.06394,-8.21097,wanted
-55.49505,-42.719593,Edward
-50.21508,-11.473724,pretty
-21.3283,-48.82454,instant
40.39791,45.338123,multitude
58.422215,-17.50905,cold
-55.20625,-31.958378,spirits
-59.60912,0.80809927,change
47.167973,25.007298,offerings
6.500413,70.398506,42
-52.880352,-27.95782,general
-41.8372,5.777519,except
-66.20862,-16.50915,pleased
-56.951538,-29.930752,subject
42.155518,60.612022,Levites
-1.8266304,58.339806,Be
63.410374,22.39699,twelve
3.6550477,40.40664,wisdom
-8.7384405,40.005966,rise
5.520661,69.96156,44
39.785637,44.837,host
-57.310806,12.308458,wrong
5.5831556,22.771175,filled
-4.543465,38.153316,lest
-46.432137,4.145637,doing
21.37027,67.44975,Abraham
-22.939735,52.62362,Your
1.7415875,27.347433,secret
41.39473,45.485306,Philistines
40.544685,7.2686224,foot
60.62058,22.983755,lived
22.4082,19.97216,lie
-31.000856,18.940994,play
16.87068,-47.082375,held
-36.413788,-29.86222,real
-26.751799,52.65489,doth
-41.151752,-42.836437,town
-34.862686,46.44333,Enter
32.93397,49.598145,Jews
21.273798,63.110554,prophet
7.1437206,-60.35656,Stubb
22.201982,23.103052,break
-63.522156,-16.929253,comfort
-64.4972,-18.710623,question
44.362324,63.385723,tribe
28.945587,61.966286,bare
-16.770048,-19.649082,sometimes
-51.04814,-21.96926,account
-16.820326,-44.503258,beautiful
36.57897,30.103489,houses
63.27138,23.083984,thirty
28.548172,63.56156,Joseph
-44.895054,21.339664,won
57.446213,-7.9071927,mountains
14.636414,18.250381,ears
7.7076054,-60.168407,Queequeg
-54.66001,-44.30994,Dashwood
-36.448124,7.0244436,seems
-49.95287,15.404601,stay
-55.940823,-41.695293,Louisa
-12.842861,52.43347,wilt
15.0381155,32.232327,yea
6.1008296,35.475845,righteous
46.38141,31.849566,ark
52.377365,14.734459,stones
-11.011676,43.231007,kill
-31.43728,30.525948,follow
38.28919,26.766346,therein
22.494274,61.197533,disciples
6.619285,-56.126156,taking
-44.573452,0.5950699,late
-5.1751957,58.939922,Take
18.492653,39.216602,prophets
-62.457066,-23.878248,state
-33.621513,-0.2519783,order
24.582304,57.99309,Paul
-58.35069,-6.06224,believed
6.0720725,45.877487,throne
31.113777,-59.683243,sitting
-11.499202,-52.594124,smile
42.05604,48.354916,smote
-32.16268,-45.600468,entered
42.272663,7.2470064,bow
-49.4326,-18.929304,nature
30.619055,43.611263,departed
40.49357,17.466312,beast
-46.48365,4.725517,talking
-50.451267,5.6416426,speaking
30.715595,25.901438,lifted
45.7712,28.266418,inheritance
54.79601,-24.634262,sky
-56.38312,-43.470333,Fairfax
-26.645592,-50.252815,minutes
46.95334,25.05666,sacrifice
-55.248035,-44.532684,Churchill
-3.7031796,44.05467,command
-19.064743,44.763393,Though
42.571014,47.421917,dwelt
36.576466,-53.225433,caught
-4.3223357,-25.103468,whales
53.161434,-25.169987,bright
24.806694,-53.360985,hat
3.6254718,40.319977,understanding
9.178069,40.314022,wrath
44.22158,33.415585,temple
27.58316,-48.551163,arms
36.770676,39.72561,plain
15.328339,25.238743,stranger
19.305464,59.336388,angel
-35.80521,-41.296856,met
42.87759,-1.0484262,horses
-67.07882,-17.177116,perfectly
43.913517,36.361458,hill
5.4209766,31.63575,tongue
4.3422923,47.13235,Spirit
-51.99692,-37.02782,story
2.9739034,41.6966,grace
6.4683957,70.465904,43
37.35249,34.044342,built
-58.009743,-6.8719134,loved
22.09206,-20.293789,watch
-14.048039,-24.172752,human
-37.801155,35.120552,trouble
43.169243,38.721134,thence
-32.16759,50.392555,Caesar
-1.2547776,-53.98234,turning
-5.562173,42.1344,trust
37.354122,9.877086,spread
-32.332203,-45.005062,afterwards
13.182604,16.388165,rich
-16.394066,42.22789,Man
5.171087,31.434097,lips
-46.206566,4.133009,thinking
-54.87144,-45.534863,Jennings
-57.098064,-21.772627,happiness
-40.453667,37.165947,desire
39.671223,67.76166,begat
-0.69021225,51.77596,yourselves
7.706089,44.367493,blessed
-66.95207,-2.7496107,greater
17.99256,6.9283237,song
-55.45828,-42.241528,Lucy
63.1449,23.195105,fifty
41.591675,-48.021976,across
-16.236197,-37.223854,fact
50.85829,-3.8432803,o
-5.755273,39.8698,enter
-31.18257,20.261152,show
2.3288975,-52.67402,struck
-44.606,4.8816833,everything
65.570694,-27.566235,drew
22.43852,-57.740807,shut
14.622883,18.254147,ear
-26.784334,-42.992146,talked
47.213886,26.0513,offered
5.7104244,68.83147,48
-65.776276,-12.527312,obliged
43.25465,28.975025,service
18.871645,-44.62088,seat
-51.68892,-19.95551,particular
45.731663,46.767597,inhabitants
63.21421,22.983637,forty
57.2047,-16.484035,grass
-21.631521,48.28531,Shall
1.8162003,-17.35042,form
58.560898,-19.942354,cloud
45.138832,39.36035,east
57.777588,-21.395773,stars
-53.458496,-41.895668,Wentworth
50.703636,-41.227467,heavy
22.835648,61.91585,Joshua
