x,y,token
2.1222556,-20.900175,मच
-14.925878,34.372818,षय
-30.258455,27.361513,पष
8.906388,10.887867,हल
-40.59757,-11.694263,?
-24.312748,-16.416649,कब
-37.119125,-2.926167,मगर
-31.776655,-0.96236813,जत
-13.059042,34.46477,इत
-9.26345,22.23268,गम
-29.438345,-27.775146,हट
-18.156504,32.035614,उप
16.199972,29.30985,यस
-40.687634,11.999626,आकर
19.25259,4.434322,पल
-11.40505,-35.797363,पकड
-6.3223004,-24.568071,आख
-37.290417,-25.0253,नजर
3.193343,-19.701435,रकर
-12.275082,2.2025328,हक
21.016747,30.162693,इड
1.0401069,25.367172,यप
-18.448235,11.440356,तच
-26.89133,29.342901,रखत
-2.5504217,-11.600326,नई
-29.730982,32.19587,थन
-18.71584,39.447685,षक
-15.815189,17.523705,हस
20.884666,5.5613084,लस
13.160507,-12.052446,एज
15.671602,-28.598,अगल
-26.718458,-24.75845,खकर
-29.65822,-28.194565,ौं
-18.374666,6.321845,फल
29.19915,3.9080951,इज
-3.6674964,-16.867374,नए
-16.605028,19.0582,जनत
-9.930934,-34.283188,सड
30.009703,-2.1959739,इम
-38.53691,22.921204,उसम
12.548929,9.30969,तस
14.128708,4.3107204,सदस
-28.317009,-27.967323,कदम
-5.3960104,-8.850648,दग
39.362385,35.33063,३
2.4702506,7.5435653,लव
3.1005983,-0.99391234,हथ
-38.5369,23.075674,उनम
-6.8117995,41.540302,-~
27.910023,12.802596,फर
-6.256618,0.7115682,मज
7.6209283,-28.42648,गद
2.3706305,40.37411,मण
-1.6146423,-34.032703,सज
-6.438201,27.723175,गठन
-27.926142,-23.924173,कमर
-7.0289445,36.12382,ि-
8.42733,-12.09332,ठक
-19.728992,35.377304,ययन
1.8113004,-26.70681,खबर
-14.375941,-32.75048,गड
-34.147545,-15.746009,हब
-42.47507,-13.331112,ा--
-0.07450402,21.372118,कश
39.4095,35.15989,४
12.852429,11.7015085,मव
-38.542088,23.111406,इनम
31.563358,4.586843,टम
-12.723352,-34.779778,चढ
-31.775076,19.24353,धक
0.36225042,-40.055832,''
-23.022285,-26.968628,सफ
-25.542234,-6.5287566,ो-
-19.034979,33.295155,उपलब
34.15747,26.744457,ि.
0.9063275,32.453125,जक
-10.236913,-25.10168,पट
-34.464626,-3.5454805,तय
-14.319389,21.657457,फसल
-30.25769,-4.9337134,इच
-43.6545,-6.253212,ूँ.
-41.12919,4.1659155,तभ
3.9288204,23.523579,नगर
-22.776434,14.595247,तह
23.302387,-20.010403,वट
-1.3171902,33.021755,रच
37.69256,-2.4377506,एल
-44.41429,-10.116564,े?
9.043126,24.989779,अग
-2.4439273,21.850664,पण
-14.580336,35.33498,यवह
-43.66503,-6.221597,ूं.
24.518692,28.677248,आल
-14.094449,-10.622013,हद
-26.36285,9.312454,नकर
-23.61602,21.878792,कठ
-6.497436,37.256695,--
-15.95213,32.428585,अव
-0.42033306,-40.02793,हमन
-9.739044,32.91594,यव
-35.518288,3.003975,भल
7.5988727,24.805035,जस
22.913736,-30.622925,बई
-18.194519,22.286037,षमत
-8.730567,5.040876,इय
40.607082,-1.752131,एम
-13.119594,25.864288,वरण
-16.302935,20.70109,रष
-16.218603,22.778086,अपर
6.9433365,-25.568523,़ै
-15.632238,33.679153,रचन
-28.687347,-6.225084,सबक
-16.513706,-24.20528,टकर
-4.190363,-13.800375,हतर
-37.764427,-3.662135,उनस
28.714159,17.241802,रल
10.017249,-12.026084,तहत
-27.490269,1.0079651,मजब
-16.27605,31.1679,धत
-7.106337,37.484276,दय
-16.652933,9.870314,सहय
-26.018959,34.993725,यकत
-1.051146,-27.009089,लह
-24.444857,-27.242634,गहर
-6.870323,25.72493,रब
-29.079477,23.220718,वध
24.787575,34.53488,्)
-2.7676368,-11.722763,तकन
5.8957577,-20.465633,बय
-6.03466,-32.033775,छत
5.9331307,-19.009926,सलम
-34.188072,-29.104801,टत
-1.2641023,35.32832,रथम
38.931465,5.0877695,टरन
40.23134,31.982517,५
-15.941398,-20.910177,सकर
26.196344,2.8419971,तज
13.087476,15.777994,वजन
47.59462,-29.545448,पए
-0.9986808,25.087599,ऊर
-29.727402,14.795411,अज
-22.778976,-12.893716,जग
-16.34509,-22.628506,पच
-19.423672,27.92877,चय
18.821194,11.796067,शल
14.4122095,29.638317,तरर
-2.2818816,-31.06727,असर
37.98959,9.820506,ी)
-4.4081736,-30.15556,नज
-8.598118,31.690887,कक
5.298664,25.284477,जय
-17.211132,35.428436,औषध
-26.899603,22.091236,भय
-44.399803,-10.090948,ी?
-22.942583,-17.246464,चलन
-4.1695175,-30.00875,दम
2.5937524,30.474033,अश
-26.88311,25.202002,बनन
-20.501093,-24.447308,उतर
-33.744778,5.0134473,पहच
23.763323,-26.767986,एश
13.294573,11.296577,धव
-20.907368,5.4454656,मय
-35.431465,-0.3244649,गलत
47.358723,-23.605143,1
8.962086,7.509102,रग
-28.70001,-26.92013,दरव
-8.775518,23.930563,कथ
-17.40047,31.170511,यथ
-2.3935013,33.586796,वव
-35.30495,0.77729166,समझत
-16.49804,-34.949802,कपड
-10.199652,24.004389,मग
5.200658,-33.577118,ीं।
-26.504618,-34.291233,उधर
-38.800964,-21.835823,औरत
-42.340897,-12.655229,"ा,"""
-19.40983,1.4203174,करव
47.38265,-23.591862,2
-41.374928,17.160378,खल
-35.5086,29.883242,थर
29.44327,36.10821,<
-42.52074,-11.173528,ा!
26.466637,-33.708965,मनव
-22.282465,-36.11534,़ा.
-1.8408024,39.396538,ै--
-10.974585,16.936949,तकर
13.949751,30.507103,षद
-15.098751,33.02583,बद
-15.216442,42.24302,अवस
-14.481687,31.061308,वश
-7.517064,-23.980186,गज
47.25687,-23.304125,6
6.460314,-24.372593,इर
13.844501,34.908554,अवध
21.557447,39.217747,..
-12.428764,33.51211,आदर
3.2085967,-33.660183,ें।
10.82519,28.210857,नप
44.918243,-14.120716,घट
46.3949,-29.543123,रर
-36.172707,-0.8717281,मतलब
-12.636092,18.853317,थल
31.648146,-16.15505,नट
-11.068254,36.17387,हरण
-37.99736,-9.191225,"ां,"
33.121857,-13.777028,ऑस
-9.397822,-34.681774,जड
-27.743996,0.8279563,महस
-13.615706,28.671759,षम
-43.345455,-7.5947547,ैं?
33.0338,15.459919,एन
-30.207882,-19.838076,उठत
1.5369878,17.713566,ईस
-3.9504793,-13.434962,खतर
-23.909618,14.201579,बनत
-16.48233,20.589197,जप
-6.7548056,-21.540867,जध
-31.061872,-23.630543,चकर
-18.646442,29.50196,घन
14.222684,-22.351841,रकम
-19.904257,28.079964,णय
-1.7221234,39.479816,ै-
-25.975948,-5.5985727,छव
39.363186,33.44863,६
-14.285681,43.91692,थव
-28.044827,4.4475064,सफल
-13.812794,22.367157,उग
2.845453,-26.446396,अखब
15.933045,-26.273937,बजट
-0.6584781,-30.61545,कमज
38.0554,28.30536,"),"
0.1974506,14.22845,मश
11.317807,32.279564,यज
10.333467,-24.307272,अरब
-18.71837,28.003256,आह
-4.6514673,32.419426,तप
-15.275317,-37.043762,छड
-35.67096,4.6003222,उतन
-24.845594,23.503044,अवश
39.520767,-26.616077,10
29.541433,-21.633282,आठ
20.922081,-23.11983,आब
40.825268,30.9247,१०
-17.31196,-31.293142,़े-
-22.084145,17.816374,रथ
-40.805687,-15.387656,'`
24.598177,2.2250874,दद
47.346367,-23.584898,3
33.768944,-23.942276,ओवर
0.97241044,37.767773,पम
15.040852,-34.874393,रतलब
-30.260704,27.324184,नष
-27.999884,11.173634,मम
28.150757,6.9378495,लप
-9.950991,-32.235165,हड
-28.643892,-6.279606,आपन
-1.9923278,-28.687033,़ु
32.767006,4.490983,ऑफ
-32.315434,21.674337,भगव
9.582944,-27.516329,डन
22.619766,6.081755,’
-15.567952,28.452963,शय
-23.910254,1.2189243,कलत
7.812409,-8.1568775,ओब
-39.703953,-16.40657,पप
-25.099882,27.127174,समझन
13.22469,38.947685,उर
-5.0584188,-14.287686,इसतरह
-18.00553,35.629135,उपकरण
46.946743,-22.97624,5
-7.9951186,-15.884786,अफसर
-19.00147,-19.046194,बक
-21.260466,30.576757,रमण
-34.527386,-21.909355,इश
-16.173683,26.101486,षज
-26.506756,-34.291817,इधर
-15.257093,9.104403,शव
-23.001663,-20.093584,बरस
-24.085218,33.26321,रकट
29.14707,2.0242128,डक
-19.603798,29.101866,एकत
-33.4848,-4.5174146,असल
20.923,-25.947699,अबतक
32.468838,6.1715965,ऐक
-9.92423,25.10253,यकर
23.806929,4.102903,लब
-18.910887,-17.805109,आसप
-35.60109,-11.503227,कहकर
10.481896,-21.19643,ईर
-21.047642,-25.397932,धरत
16.287317,-20.676762,दरअसल
34.372814,33.5872,/
31.96269,7.157463,इव
13.668011,8.160162,गक
10.321558,12.127288,"ु,"
38.86391,5.1363196,शनल
-38.060375,-4.4664373,झस
-9.471868,35.711132,ु-
47.02373,-23.186337,4
-2.51433,-3.3046193,शनक
-22.24884,29.158915,अवसर
-18.212597,-33.547478,पहन
-37.08808,-22.173893,आपस
-10.01829,29.176958,चरण
27.484938,-4.628941,यब
-1.1483829,6.1783056,कच
34.54521,-26.675842,11
-9.813278,-25.924393,नग
-45.18707,0.118537776,ं.
-42.707664,-5.8632765,"ूं,"
38.37127,2.3718774,डस
-5.6346183,-39.663013,नब
-21.695742,7.04437,गरम
38.243847,-27.599873,20
-23.463987,30.555574,सफलत
-25.544407,-30.62829,लगन
-44.41759,1.9781531,"ं,"
15.857952,-27.71873,हफ
-27.485474,9.040757,भरत
42.067318,0.9517241,टब
-6.8469925,41.63955,ा-~
-29.039906,7.9866195,ुः
-4.26006,1.5412185,कलन
33.03486,38.205048,+
-11.9631195,31.072296,यश
3.972402,-22.859528,अहम
-26.604982,-15.058977,ठहर
-24.889042,-25.816942,बहन
-27.949213,2.3828883,छन
-21.633785,33.7887,रहण
-13.192914,-32.55094,अड
-18.146824,20.399273,थम
-27.90725,-11.132847,बग
-14.918911,19.016672,नवर
13.545834,-26.510464,एकस
-23.075289,28.915167,रयत
18.989758,-22.113525,मतद
34.322086,37.533417,=
20.07175,-32.71055,धम
15.979298,11.460024,रवक
-8.191204,-33.0882,गढ
35.68299,-13.194932,इनल
-43.294838,-7.5731463,ो?
-9.708744,34.736507,उपर
-22.109404,26.82952,कतर
-9.259598,25.842083,धकर
-12.582923,1.5074507,जज
-31.73015,-5.033926,मरन
-7.032696,31.941921,परस
1.2937636,2.5961916,ईक
-11.021242,2.1960263,ू-
-4.190056,-35.388767,पहर
-42.371284,-12.937104,"ा-"""
33.02693,16.351263,अट
-5.8484693,23.616556,खक
7.504703,-8.273055,अफग
-26.410406,-19.391071,एकदम
29.549635,-21.483347,छह
8.473779,-19.671555,ओव
0.47841492,35.066917,षर
21.659052,35.34762,्.
-19.175695,18.67995,दश
-19.456316,12.130347,गव
29.746054,-0.7081715,सट
-20.328447,-32.319363,चट
-21.912117,-21.15108,दह
2.5663598,42.684547,णक
2.535428,21.077105,शम
-4.0458665,34.909603,गण
5.036337,19.37681,मनम
20.05277,-32.732594,बम
-7.920464,37.33155,भक
11.541194,-2.4512851,जद
-2.37005,20.18142,पटन
29.125614,30.318243,{
-25.264961,-15.431414,नश
-24.842564,-13.8369465,लद
28.918829,-0.1786107,लज
1.3431288,4.6102743,वद
-6.117711,27.794743,चरमप
-39.956177,-11.067839,ी!
-38.174183,-9.597268,"ाँ,"
-12.610685,-36.0937,धड
30.952997,2.4718974,टड
20.676409,30.983715,ऐल
-19.503672,-20.610176,दत
-3.0545373,5.742257,ों-
39.210182,3.4902484,ऐ
-18.282177,-31.081068,़ी-
-14.939294,7.3524504,कद
-11.190082,-31.353907,़-
24.109259,-26.222755,डकप
-12.854169,38.613857,णत
34.953545,11.975349,ा)
28.65463,-5.7168684,गलव
-5.0216136,24.31534,िः
-40.601547,-13.964352,...
-15.098972,42.262245,उपस
-12.275857,32.87667,रगत
27.39993,-26.201332,2010
-2.7386305,28.715094,लभ
1.1640602,38.014977,उपज
26.468681,-33.70536,थग
34.695866,15.717522,एड
-10.469258,40.284122,ईश
-20.343206,23.723671,तरक
7.413203,-21.217855,ओस
-5.6871333,-17.772167,सख
-23.760712,18.497747,सरल
17.430365,-29.020632,चस
39.016464,-3.6281874,एफ
-38.028572,-12.181517,ईम
32.20735,0.44504544,डम
22.634207,6.0940933,‘
-14.888406,3.3391292,वग
-36.573208,-28.816223,ठत
29.424171,36.03942,>
-37.169548,-6.607116,सचम
-30.275032,27.26468,कष
-0.14078769,22.795088,डव
-30.992058,11.624687,बचन
11.537077,8.288176,अह
32.967365,-23.542553,आउट
-16.346067,-29.877958,"़ा,"
16.096869,-27.378178,दशक
-11.568102,-31.403625,़ा-
-23.525503,-1.4873623,सहमत
40.49516,-26.519167,12
22.376968,2.0192387,जनरल
7.3471727,38.294098,ा'
-7.2472887,29.739656,नसभ
-23.881252,16.74746,उज
39.720207,32.484364,८
4.004217,-35.233467,ो।
3.0285802,35.422005,कहल
-21.851551,0.40850136,रखकर
46.95349,-19.960346,9
-18.669409,36.84225,रचल
2.9131384,-26.744354,छप
8.034979,37.914654,ी'
-23.753494,17.568615,सहज
10.207279,23.08278,पव
-10.855243,39.197227,णन
8.847262,-16.538088,चव
-34.820465,-9.885163,े--
-11.858444,20.850117,वच
32.35181,5.4909253,पब
-27.098156,2.0632637,मजद
-2.5423908,8.13734,तट
34.244507,4.913844,एशन
40.36251,30.558973,२०
22.881453,31.817324,े)
-28.453602,-31.382227,दफ
-32.591366,-26.344421,ककर
41.819706,0.5266887,डब
-27.87764,11.700692,रसन
46.578804,-22.044859,7
-36.22434,-14.361536,ी--
-20.924692,-27.988638,़ें
-3.6077917,31.81021,शस
-1.379639,-10.78503,आजकल
-21.770481,3.3378181,खद
-42.67799,-5.979974,"ूँ,"
-4.635094,34.2482,आच
-21.768255,27.709354,तकरन
10.304967,31.913702,वम
-16.240467,22.240496,अय
-29.134098,-20.008896,बदन
46.73391,-21.684755,8
36.904716,4.408934,ॉ.
-34.724766,-12.864407,शश
-11.071624,41.03707,जलव
-22.896692,-15.281055,मछल
37.488327,26.526896,जनवर
-6.517852,32.47053,तरण
42.622265,-4.4563413,आईस
39.238426,32.975086,७
40.022987,-6.1809955,आयरल
-26.64759,-29.572498,मकर
25.68308,16.320976,औद
11.405722,8.915379,सरद
-25.483526,0.349373,आदत
-21.90171,-2.3599098,अमल
27.44903,5.09462,टव
9.260913,-36.916077,ं।
6.4661093,-11.822826,इसब
42.521984,-7.1743207,वब
-24.625166,-12.6052065,लल
16.31346,14.018924,रवर
-14.895742,27.31699,वभ
-26.356642,-2.9274669,परव
37.169357,-26.754887,50
37.81145,-3.6088512,आईप
-18.820446,30.13656,गठ
31.267574,-0.99570835,टप
-15.28052,36.347267,यध
-0.81471294,16.0797,मप
47.043663,-26.967709,000
